Text,Tint,Tref,Cooler,Resistor,Data,Hora
26.879999,42.829102,45.000000,54.876953,0.000000,2021/3/20, 22:39:02
26.889999,43.183594,45.000000,56.605469,0.000000,2021/3/20, 22:39:03
26.889999,43.183594,45.000000,53.016602,0.000000,2021/3/20, 22:39:04
26.889999,43.086914,45.000000,50.136719,0.000000,2021/3/20, 22:39:05
26.889999,43.086914,45.000000,48.707031,0.000000,2021/3/20, 22:39:06
26.889999,42.087891,45.000000,48.707031,0.000000,2021/3/20, 22:39:07
26.889999,42.087891,45.000000,48.707031,0.000000,2021/3/20, 22:39:08
26.879999,41.894531,45.000000,48.707031,0.000000,2021/3/20, 22:39:09
26.879999,41.894531,45.000000,48.707031,0.000000,2021/3/20, 22:39:10
26.870001,42.700195,45.000000,48.707031,0.000000,2021/3/20, 22:39:11
26.879999,42.700195,45.000000,48.707031,0.000000,2021/3/20, 22:39:12
26.870001,42.120117,45.000000,48.707031,0.000000,2021/3/20, 22:39:13
26.870001,42.120117,45.000000,48.707031,0.000000,2021/3/20, 22:39:14
26.870001,42.571289,45.000000,48.707031,0.000000,2021/3/20, 22:39:15
26.870001,42.571289,45.000000,48.707031,0.000000,2021/3/20, 22:39:16
26.870001,42.764648,45.000000,48.707031,0.000000,2021/3/20, 22:39:17
26.870001,42.764648,45.000000,48.707031,0.000000,2021/3/20, 22:39:18
26.860001,42.958008,45.000000,48.707031,0.000000,2021/3/20, 22:39:19
26.860001,42.958008,45.000000,48.707031,0.000000,2021/3/20, 22:39:20
26.860001,42.281250,45.000000,48.707031,0.000000,2021/3/20, 22:39:21
26.860001,42.281250,45.000000,48.707031,0.000000,2021/3/20, 22:39:22
26.870001,42.861328,45.000000,48.707031,0.000000,2021/3/20, 22:39:23
26.860001,42.861328,45.000000,48.707031,0.000000,2021/3/20, 22:39:24
26.860001,42.345703,45.000000,0.000000,5.752930,2021/3/20, 22:39:25
26.860001,42.345703,45.000000,0.000000,5.829102,2021/3/20, 22:39:26
26.870001,41.378906,45.000000,0.000000,19.118164,2021/3/20, 22:39:27
26.870001,41.378906,45.000000,0.000000,17.905273,2021/3/20, 22:39:28
26.860001,40.895508,45.000000,0.000000,26.843750,2021/3/20, 22:39:29
26.860001,40.895508,45.000000,0.000000,28.531250,2021/3/20, 22:39:30
26.860001,40.895508,45.000000,0.000000,32.635742,2021/3/20, 22:39:31
26.860001,40.895508,45.000000,0.000000,36.740234,2021/3/20, 22:39:32
26.870001,40.992188,45.000000,0.000000,39.781250,2021/3/20, 22:39:33
26.870001,40.992188,45.000000,0.000000,44.272461,2021/3/20, 22:39:34
26.870001,40.992188,45.000000,0.000000,48.280273,2021/3/20, 22:39:35
26.870001,41.572266,45.000000,0.000000,45.907227,2021/3/20, 22:39:36
26.870001,41.572266,45.000000,0.000000,52.235352,2021/3/20, 22:39:37
26.860001,42.120117,45.000000,0.000000,49.636719,2021/3/20, 22:39:38
26.860001,42.120117,45.000000,0.000000,55.255859,2021/3/20, 22:39:39
26.870001,41.797852,45.000000,0.000000,61.680664,2021/3/20, 22:39:40
26.870001,41.797852,45.000000,0.000000,63.271484,2021/3/20, 22:39:41
26.860001,41.926758,45.000000,0.000000,65.055664,2021/3/20, 22:39:42
26.860001,41.926758,45.000000,0.000000,68.773438,2021/3/20, 22:39:43
26.870001,40.831055,45.000000,0.000000,83.899414,2021/3/20, 22:39:44
26.860001,40.831055,45.000000,0.000000,82.589844,2021/3/20, 22:39:45
26.870001,40.959961,45.000000,0.000000,85.340820,2021/3/20, 22:39:46
26.870001,40.959961,45.000000,0.000000,90.025391,2021/3/20, 22:39:47
26.870001,40.573242,45.000000,0.000000,98.319336,2021/3/20, 22:39:48
26.870001,40.573242,45.000000,0.000000,100.000000,2021/3/20, 22:39:49
26.870001,40.444336,45.000000,0.000000,100.000000,2021/3/20, 22:39:50
26.860001,40.444336,45.000000,0.000000,100.000000,2021/3/20, 22:39:51
26.870001,40.573242,45.000000,0.000000,100.000000,2021/3/20, 22:39:52
26.870001,40.573242,45.000000,0.000000,100.000000,2021/3/20, 22:39:53
26.860001,41.185547,45.000000,0.000000,100.000000,2021/3/20, 22:39:54
26.860001,41.185547,45.000000,0.000000,100.000000,2021/3/20, 22:39:55
26.860001,39.670898,45.000000,0.000000,100.000000,2021/3/20, 22:39:56
